-5	0.0167855
-4.99	0.0156586
-4.98	0.01455
-4.97	0.0134594
-4.96	0.0123869
-4.95	0.0113323
-4.94	0.0102955
-4.93	0.00927642
-4.92	0.008275
-4.91	0.00729113
-4.9	0.0063247
-4.89	0.00537562
-4.88	0.00444381
-4.87	0.00352915
-4.86	0.00263157
-4.85	0.00175096
-4.84	0.000887235
-4.83	4.02991e-05
-4.82	-0.000789941
-4.81	-0.00160358
-4.8	-0.0024007
-4.79	-0.00318141
-4.78	-0.0039458
-4.77	-0.00469395
-4.76	-0.00542596
-4.75	-0.00614192
-4.74	-0.00684192
-4.73	-0.00752606
-4.72	-0.00819442
-4.71	-0.0088471
-4.7	-0.00948418
-4.69	-0.0101058
-4.68	-0.0107119
-4.67	-0.0113028
-4.66	-0.0118784
-4.65	-0.0124389
-4.64	-0.0129843
-4.63	-0.0135148
-4.62	-0.0140304
-4.61	-0.0145312
-4.6	-0.0150173
-4.59	-0.0154888
-4.58	-0.0159458
-4.57	-0.0163883
-4.56	-0.0168165
-4.55	-0.0172305
-4.54	-0.0176303
-4.53	-0.018016
-4.52	-0.0183877
-4.51	-0.0187456
-4.5	-0.0190896
-4.49	-0.0194198
-4.48	-0.0197365
-4.47	-0.0200395
-4.46	-0.0203292
-4.45	-0.0206054
-4.44	-0.0208683
-4.43	-0.021118
-4.42	-0.0213546
-4.41	-0.0215781
-4.4	-0.0217887
-4.39	-0.0219864
-4.38	-0.0221713
-4.37	-0.0223436
-4.36	-0.0225032
-4.35	-0.0226502
-4.34	-0.0227848
-4.33	-0.0229071
-4.32	-0.023017
-4.31	-0.0231148
-4.3	-0.0232004
-4.29	-0.023274
-4.28	-0.0233357
-4.27	-0.0233855
-4.26	-0.0234235
-4.25	-0.0234498
-4.24	-0.0234645
-4.23	-0.0234676
-4.22	-0.0234593
-4.21	-0.0234395
-4.2	-0.0234085
-4.19	-0.0233663
-4.18	-0.023313
-4.17	-0.0232485
-4.16	-0.0231732
-4.15	-0.0230869
-4.14	-0.0229898
-4.13	-0.0228819
-4.12	-0.0227635
-4.11	-0.0226344
-4.1	-0.0224948
-4.09	-0.0223449
-4.08	-0.0221845
-4.07	-0.022014
-4.06	-0.0218332
-4.05	-0.0216424
-4.04	-0.0214415
-4.03	-0.0212307
-4.02	-0.02101
-4.01	-0.0207795
-4	-0.0205393
-3.99	-0.0202894
-3.98	-0.02003
-3.97	-0.0197611
-3.96	-0.0194828
-3.95	-0.0191952
-3.94	-0.0188983
-3.93	-0.0185923
-3.92	-0.0182771
-3.91	-0.0179529
-3.9	-0.0176198
-3.89	-0.0172778
-3.88	-0.0169269
-3.87	-0.0165674
-3.86	-0.0161992
-3.85	-0.0158224
-3.84	-0.0154371
-3.83	-0.0150434
-3.82	-0.0146414
-3.81	-0.014231
-3.8	-0.0138124
-3.79	-0.0133857
-3.78	-0.012951
-3.77	-0.0125082
-3.76	-0.0120576
-3.75	-0.0115991
-3.74	-0.0111328
-3.73	-0.0106588
-3.72	-0.0101772
-3.71	-0.009688
-3.7	-0.00919135
-3.69	-0.00868728
-3.68	-0.00817586
-3.67	-0.00765717
-3.66	-0.00713129
-3.65	-0.00659827
-3.64	-0.00605819
-3.63	-0.00551112
-3.62	-0.00495713
-3.61	-0.00439629
-3.6	-0.00382866
-3.59	-0.00325433
-3.58	-0.00267335
-3.57	-0.0020858
-3.56	-0.00149175
-3.55	-0.000891254
-3.54	-0.000284394
-3.53	0.000328766
-3.52	0.000948157
-3.51	0.00157371
-3.5	0.00220536
-3.49	0.00284304
-3.48	0.00348669
-3.47	0.00413622
-3.46	0.00479159
-3.45	0.00545271
-3.44	0.00611953
-3.43	0.00679198
-3.42	0.00746999
-3.41	0.0081535
-3.4	0.00884243
-3.39	0.00953674
-3.38	0.0102363
-3.37	0.0109412
-3.36	0.0116512
-3.35	0.0123663
-3.34	0.0130864
-3.33	0.0138116
-3.32	0.0145416
-3.31	0.0152765
-3.3	0.0160162
-3.29	0.0167606
-3.28	0.0175096
-3.27	0.0182633
-3.26	0.0190214
-3.25	0.0197841
-3.24	0.0205511
-3.23	0.0213225
-3.22	0.0220982
-3.21	0.0228781
