Iteracja: 1 	 621.687382 	 0.199370 	 3637.249335
Iteracja: 2 	 259.981643 	 0.371610 	 3644.578910
Iteracja: 3 	 149.162118 	 0.351322 	 3659.537601
Iteracja: 4 	 101.444084 	 0.365451 	 3651.374303
Iteracja: 5 	 70.948820 	 0.351436 	 3663.373335
Iteracja: 6 	 53.850348 	 0.366516 	 3655.932167
Iteracja: 7 	 40.336588 	 0.352499 	 3664.316349
Iteracja: 8 	 32.079423 	 0.367700 	 3658.762867
Iteracja: 9 	 24.856289 	 0.353635 	 3664.527887
Iteracja: 10 	 20.290537 	 0.368969 	 3660.559201
Iteracja: 11 	 16.050872 	 0.354813 	 3664.531090
Iteracja: 12 	 13.329389 	 0.370226 	 3661.720717
Iteracja: 13 	 10.696113 	 0.355931 	 3664.478102
Iteracja: 14 	 8.992863 	 0.371382 	 3662.484474
Iteracja: 15 	 7.292934 	 0.356937 	 3664.416321
Iteracja: 16 	 6.189247 	 0.372406 	 3662.994472
Iteracja: 17 	 5.060384 	 0.357819 	 3664.360298
Iteracja: 18 	 4.326271 	 0.373301 	 3663.339797
Iteracja: 19 	 3.560255 	 0.358589 	 3664.313628
Iteracja: 20 	 3.061914 	 0.374081 	 3663.576545
Iteracja: 21 	 2.533173 	 0.359259 	 3664.276203
Iteracja: 22 	 2.189317 	 0.374762 	 3663.740656
Iteracja: 23 	 1.819279 	 0.359846 	 3664.246776
Iteracja: 24 	 1.578825 	 0.375358 	 3663.855536
Iteracja: 25 	 1.316882 	 0.360360 	 3664.223889
Iteracja: 26 	 1.146850 	 0.375883 	 3663.936657
Iteracja: 27 	 0.959640 	 0.360814 	 3664.206201
Iteracja: 28 	 0.838264 	 0.376346 	 3663.994385
Iteracja: 29 	 0.703369 	 0.361215 	 3664.192582
Iteracja: 30 	 0.616022 	 0.376758 	 3664.035752
Iteracja: 31 	 0.518138 	 0.361572 	 3664.182118
Iteracja: 32 	 0.454838 	 0.377124 	 3664.065581
Iteracja: 33 	 0.383377 	 0.361890 	 3664.174088
Iteracja: 34 	 0.337222 	 0.377451 	 3664.087209
Iteracja: 35 	 0.284772 	 0.362175 	 3664.167931
Iteracja: 36 	 0.250939 	 0.377744 	 3664.102970
Iteracja: 37 	 0.212262 	 0.362431 	 3664.163209
Iteracja: 38 	 0.187343 	 0.378009 	 3664.114509
Iteracja: 39 	 0.158704 	 0.362662 	 3664.159590
Iteracja: 40 	 0.140273 	 0.378247 	 3664.122990
Iteracja: 41 	 0.118988 	 0.362871 	 3664.156814
Iteracja: 42 	 0.105306 	 0.378464 	 3664.129249
Iteracja: 43 	 0.089434 	 0.363061 	 3664.154686
Iteracja: 44 	 0.079243 	 0.378661 	 3664.133882
Iteracja: 45 	 0.067373 	 0.363235 	 3664.153052
Iteracja: 46 	 0.059759 	 0.378841 	 3664.137323
Iteracja: 47 	 0.050858 	 0.363393 	 3664.151798
Iteracja: 48 	 0.045154 	 0.379006 	 3664.139886
Iteracja: 49 	 0.038463 	 0.363539 	 3664.150836
Iteracja: 50 	 0.034180 	 0.379158 	 3664.141800
Iteracja: 51 	 0.029140 	 0.363673 	 3664.150096
Iteracja: 52 	 0.025915 	 0.379298 	 3664.143232
Iteracja: 53 	 0.022111 	 0.363797 	 3664.149528
Iteracja: 54 	 0.019679 	 0.379428 	 3664.144307
Iteracja: 55 	 0.016802 	 0.363911 	 3664.149091
Iteracja: 56 	 0.014964 	 0.379548 	 3664.145115
Iteracja: 57 	 0.012785 	 0.364018 	 3664.148755
Iteracja: 58 	 0.011394 	 0.379660 	 3664.145723
Iteracja: 59 	 0.009741 	 0.364118 	 3664.148496
Iteracja: 60 	 0.008686 	 0.379764 	 3664.146182
Iteracja: 61 	 0.007430 	 0.364210 	 3664.148297
Iteracja: 62 	 0.006629 	 0.379862 	 3664.146529
Iteracja: 63 	 0.005673 	 0.364297 	 3664.148144
Iteracja: 64 	 0.005065 	 0.379954 	 3664.146792
Iteracja: 65 	 0.004337 	 0.364379 	 3664.148026
Iteracja: 66 	 0.003873 	 0.380040 	 3664.146991
Iteracja: 67 	 0.003318 	 0.364456 	 3664.147935
Iteracja: 68 	 0.002965 	 0.380121 	 3664.147142
Iteracja: 69 	 0.002541 	 0.364528 	 3664.147865
Iteracja: 70 	 0.002271 	 0.380197 	 3664.147257
Iteracja: 71 	 0.001948 	 0.364596 	 3664.147810
Iteracja: 72 	 0.001742 	 0.380269 	 3664.147344
Iteracja: 73 	 0.001494 	 0.364660 	 3664.147769
Iteracja: 74 	 0.001337 	 0.380337 	 3664.147410
Iteracja: 75 	 0.001147 	 0.364721 	 3664.147736
Iteracja: 76 	 0.001026 	 0.380401 	 3664.147461
Iteracja: 77 	 0.000881 	 0.364778 	 3664.147711
Iteracja: 78 	 0.000789 	 0.380462 	 3664.147500
Iteracja: 79 	 0.000677 	 0.364833 	 3664.147692
Iteracja: 80 	 0.000606 	 0.380520 	 3664.147529
Iteracja: 81 	 0.000521 	 0.364885 	 3664.147677
Iteracja: 82 	 0.000467 	 0.380575 	 3664.147552
Iteracja: 83 	 0.000401 	 0.364934 	 3664.147666
Iteracja: 84 	 0.000359 	 0.380627 	 3664.147569
Iteracja: 85 	 0.000309 	 0.364981 	 3664.147657
Iteracja: 86 	 0.000277 	 0.380677 	 3664.147582
Iteracja: 87 	 0.000238 	 0.365026 	 3664.147650
Iteracja: 88 	 0.000213 	 0.380724 	 3664.147593
Iteracja: 89 	 0.000183 	 0.365068 	 3664.147645
Iteracja: 90 	 0.000164 	 0.380769 	 3664.147600
Iteracja: 91 	 0.000141 	 0.365108 	 3664.147640
Iteracja: 92 	 0.000127 	 0.380812 	 3664.147606
Iteracja: 93 	 0.000109 	 0.365147 	 3664.147637
Iteracja: 94 	 0.000098 	 0.380853 	 3664.147611
Iteracja: 95 	 0.000084 	 0.365184 	 3664.147635
Iteracja: 96 	 0.000076 	 0.380892 	 3664.147614
Iteracja: 97 	 0.000065 	 0.365219 	 3664.147633
Iteracja: 98 	 0.000058 	 0.380930 	 3664.147617
Iteracja: 99 	 0.000050 	 0.365253 	 3664.147631
Iteracja: 100 	 0.000045 	 0.380966 	 3664.147619
Iteracja: 101 	 0.000039 	 0.365285 	 3664.147630
Iteracja: 102 	 0.000035 	 0.381000 	 3664.147621
Iteracja: 103 	 0.000030 	 0.365316 	 3664.147629
Iteracja: 104 	 0.000027 	 0.381033 	 3664.147622
Iteracja: 105 	 0.000023 	 0.365346 	 3664.147629
Iteracja: 106 	 0.000021 	 0.381064 	 3664.147623
Iteracja: 107 	 0.000018 	 0.365374 	 3664.147628
Iteracja: 108 	 0.000016 	 0.381095 	 3664.147624
Iteracja: 109 	 0.000014 	 0.365401 	 3664.147628
Iteracja: 110 	 0.000013 	 0.381124 	 3664.147624
Iteracja: 111 	 0.000011 	 0.365427 	 3664.147627
Iteracja: 112 	 0.000010 	 0.381151 	 3664.147625
Iteracja: 113 	 0.000008 	 0.365452 	 3664.147627
Iteracja: 114 	 0.000008 	 0.381178 	 3664.147625
Iteracja: 115 	 0.000006 	 0.365476 	 3664.147627
Iteracja: 116 	 0.000006 	 0.381204 	 3664.147625
Iteracja: 117 	 0.000005 	 0.365499 	 3664.147627
Iteracja: 118 	 0.000005 	 0.381228 	 3664.147626
Iteracja: 119 	 0.000004 	 0.365522 	 3664.147627
Iteracja: 120 	 0.000003 	 0.381252 	 3664.147626
Iteracja: 121 	 0.000003 	 0.365543 	 3664.147627
Iteracja: 122 	 0.000003 	 0.381275 	 3664.147626
Iteracja: 123 	 0.000002 	 0.365564 	 3664.147626
Iteracja: 124 	 0.000002 	 0.381297 	 3664.147626
Iteracja: 125 	 0.000002 	 0.365583 	 3664.147626
Iteracja: 126 	 0.000002 	 0.381318 	 3664.147626
Iteracja: 127 	 0.000001 	 0.365602 	 3664.147626
Iteracja: 128 	 0.000001 	 0.381338 	 3664.147626
Iteracja: 129 	 0.000001 	 0.365621 	 3664.147626
Iteracja: 130 	 0.000001 	 0.381358 	 3664.147626
