0	-2.333333	1.000000	-0.666667	0.000000
1	-1.222222	1.000000	-0.111111	0.666667
2	-0.481481	1.000000	0.259259	0.111111
3	-0.481481	0.506173	0.012346	0.259259
4	-0.481481	0.176955	-0.152263	0.012346
5	-0.262003	0.176955	-0.042524	0.152263
6	-0.115684	0.176955	0.030636	0.042524
7	-0.115684	0.079409	-0.018137	0.030636
8	-0.050653	0.079409	0.014378	0.018137
9	-0.050653	0.036055	-0.007299	0.014378
10	-0.021750	0.036055	0.007152	0.007299
11	-0.021750	0.016786	-0.002482	0.007152
12	-0.008905	0.016786	0.003941	0.002482
13	-0.008905	0.008223	-0.000341	0.003941
14	-0.003196	0.008223	0.002514	0.000341
15	-0.003196	0.004417	0.000611	0.002514
16	-0.003196	0.001879	-0.000658	0.000611
17	-0.001504	0.001879	0.000188	0.000658
18	-0.001504	0.000751	-0.000376	0.000188
19	-0.000752	0.000751	-0.000000	0.000376
20	-0.000251	0.000751	0.000250	0.000000
21	-0.000251	0.000417	0.000083	0.000250
22	-0.000251	0.000195	-0.000028	0.000083
23	-0.000102	0.000195	0.000046	0.000028
24	-0.000102	0.000096	-0.000003	0.000046
25	-0.000036	0.000096	0.000030	0.000003
26	-0.000036	0.000052	0.000008	0.000030
27	-0.000036	0.000022	-0.000007	0.000008
28	-0.000017	0.000022	0.000003	0.000007
29	-0.000017	0.000009	-0.000004	0.000003
30	-0.000008	0.000009	0.000001	0.000004
31	-0.000008	0.000003	-0.000002	0.000001
32	-0.000004	0.000003	-0.000000	0.000002
33	-0.000002	0.000003	0.000001	0.000000
34	-0.000002	0.000002	-0.000000	0.000001
35	-0.000001	0.000002	0.000001	0.000000
36	-0.000001	0.000001	0.000000	0.000001
37	-0.000001	0.000000	-0.000000	0.000000
38	-0.000000	0.000000	0.000000	0.000000
