           -2                 0                0   
           -2         4.167e-06        4.167e-06   
           -2         8.334e-06        8.333e-06   
           -2          1.25e-05         1.25e-05   
           -2         1.667e-05        1.667e-05   
           -2         2.083e-05        2.083e-05   
           -2           2.5e-05          2.5e-05   
           -2         2.917e-05        2.917e-05   
       -1.999         3.334e-05        3.333e-05   
       -1.999          3.75e-05         3.75e-05   
       -1.999         4.167e-05        4.167e-05   
       -1.999         4.584e-05        4.583e-05   
       -1.999             5e-05            5e-05   
       -1.999         5.417e-05        5.417e-05   
       -1.999         5.834e-05        5.833e-05   
       -1.999          6.25e-05         6.25e-05   
       -1.999         6.667e-05        6.667e-05   
       -1.999         7.084e-05        7.083e-05   
       -1.999           7.5e-05          7.5e-05   
       -1.999         7.917e-05        7.917e-05   
       -1.999         8.334e-05        8.333e-05   
       -1.999          8.75e-05         8.75e-05   
       -1.999         9.167e-05        9.167e-05   
       -1.998         9.584e-05        9.583e-05   
       -1.998            0.0001           0.0001   
       -1.998         0.0001042        0.0001042   
       -1.998         0.0001083        0.0001083   
       -1.998         0.0001125        0.0001125   
       -1.998         0.0001167        0.0001167   
       -1.998         0.0001208        0.0001208   
       -1.998          0.000125         0.000125   
       -1.998         0.0001292        0.0001292   
       -1.998         0.0001333        0.0001333   
       -1.998         0.0001375        0.0001375   
       -1.998         0.0001417        0.0001417   
       -1.998         0.0001458        0.0001458   
       -1.998           0.00015          0.00015   
       -1.998         0.0001542        0.0001542   
       -1.997         0.0001583        0.0001583   
       -1.997         0.0001625        0.0001625   
       -1.997         0.0001667        0.0001667   
       -1.997         0.0001708        0.0001708   
       -1.997          0.000175         0.000175   
       -1.997         0.0001792        0.0001792   
       -1.997         0.0001833        0.0001833   
       -1.997         0.0001875        0.0001875   
       -1.997         0.0001917        0.0001917   
       -1.997         0.0001958        0.0001958   
       -1.997            0.0002           0.0002   
       -1.997         0.0002042        0.0002042   
       -1.997         0.0002083        0.0002083   
       -1.997         0.0002125        0.0002125   
       -1.997         0.0002167        0.0002167   
       -1.996         0.0002208        0.0002208   
       -1.996          0.000225         0.000225   
       -1.996         0.0002292        0.0002292   
       -1.996         0.0002333        0.0002333   
       -1.996         0.0002375        0.0002375   
       -1.996         0.0002417        0.0002417   
       -1.996         0.0002458        0.0002458   
       -1.996           0.00025          0.00025   
       -1.996         0.0002542        0.0002542   
       -1.996         0.0002583        0.0002583   
       -1.996         0.0002625        0.0002625   
       -1.996         0.0002667        0.0002667   
       -1.996         0.0002708        0.0002708   
       -1.996          0.000275         0.000275   
       -1.996         0.0002792        0.0002792   
       -1.995         0.0002833        0.0002833   
       -1.995         0.0002875        0.0002875   
       -1.995         0.0002917        0.0002917   
       -1.995         0.0002958        0.0002958   
       -1.995            0.0003           0.0003   
       -1.995         0.0003042        0.0003042   
       -1.995         0.0003083        0.0003083   
       -1.995         0.0003125        0.0003125   
       -1.995         0.0003167        0.0003167   
       -1.995         0.0003208        0.0003208   
       -1.995          0.000325         0.000325   
       -1.995         0.0003292        0.0003292   
       -1.995         0.0003334        0.0003333   
       -1.995         0.0003375        0.0003375   
       -1.995         0.0003417        0.0003417   
       -1.994         0.0003459        0.0003458   
       -1.994           0.00035          0.00035   
       -1.994         0.0003542        0.0003542   
       -1.994         0.0003584        0.0003583   
       -1.994         0.0003625        0.0003625   
       -1.994         0.0003667        0.0003667   
       -1.994         0.0003709        0.0003708   
       -1.994          0.000375         0.000375   
       -1.994         0.0003792        0.0003792   
       -1.994         0.0003834        0.0003833   
       -1.994         0.0003875        0.0003875   
       -1.994         0.0003917        0.0003917   
       -1.994         0.0003959        0.0003958   
       -1.994            0.0004           0.0004   
       -1.994         0.0004042        0.0004042   
       -1.993         0.0004084        0.0004083   
       -1.993         0.0004125        0.0004125   
       -1.993         0.0004167        0.0004167   
       -1.993         0.0004209        0.0004208   
       -1.993          0.000425         0.000425   
       -1.993         0.0004292        0.0004292   
       -1.993         0.0004334        0.0004333   
       -1.993         0.0004375        0.0004375   
       -1.993         0.0004417        0.0004417   
       -1.993         0.0004459        0.0004458   
       -1.993           0.00045          0.00045   
       -1.993         0.0004542        0.0004542   
       -1.993         0.0004584        0.0004583   
       -1.993         0.0004625        0.0004625   
       -1.993         0.0004667        0.0004667   
       -1.992         0.0004709        0.0004708   
       -1.992          0.000475         0.000475   
       -1.992         0.0004792        0.0004792   
       -1.992         0.0004834        0.0004833   
       -1.992         0.0004875        0.0004875   
       -1.992         0.0004917        0.0004917   
       -1.992         0.0004959        0.0004958   
       -1.992            0.0005           0.0005   
       -1.992         0.0005042        0.0005042   
       -1.992         0.0005084        0.0005083   
       -1.992         0.0005125        0.0005125   
       -1.992         0.0005167        0.0005167   
       -1.992         0.0005209        0.0005208   
       -1.992          0.000525         0.000525   
       -1.992         0.0005292        0.0005292   
       -1.991         0.0005334        0.0005333   
       -1.991         0.0005375        0.0005375   
       -1.991         0.0005417        0.0005417   
       -1.991         0.0005459        0.0005458   
       -1.991           0.00055          0.00055   
       -1.991         0.0005542        0.0005542   
       -1.991         0.0005584        0.0005583   
       -1.991         0.0005625        0.0005625   
       -1.991         0.0005667        0.0005667   
       -1.991         0.0005709        0.0005708   
       -1.991          0.000575         0.000575   
       -1.991         0.0005792        0.0005792   
       -1.991         0.0005834        0.0005833   
       -1.991         0.0005875        0.0005875   
       -1.991         0.0005917        0.0005917   
        -1.99         0.0005959        0.0005958   
        -1.99            0.0006           0.0006   
        -1.99         0.0006042        0.0006042   
        -1.99         0.0006084        0.0006083   
        -1.99         0.0006125        0.0006125   
        -1.99         0.0006167        0.0006167   
        -1.99         0.0006209        0.0006208   
        -1.99          0.000625         0.000625   
        -1.99         0.0006292        0.0006292   
        -1.99         0.0006334        0.0006333   
        -1.99         0.0006375        0.0006375   
        -1.99         0.0006417        0.0006417   
        -1.99         0.0006459        0.0006458   
        -1.99           0.00065          0.00065   
        -1.99         0.0006542        0.0006542   
       -1.989         0.0006584        0.0006583   
       -1.989         0.0006625        0.0006625   
       -1.989         0.0006667        0.0006667   
       -1.989         0.0006709        0.0006708   
       -1.989          0.000675         0.000675   
       -1.989         0.0006792        0.0006792   
       -1.989         0.0006834        0.0006833   
       -1.989         0.0006875        0.0006875   
       -1.989         0.0006917        0.0006917   
       -1.989         0.0006959        0.0006958   
       -1.989            0.0007           0.0007   
       -1.989         0.0007042        0.0007042   
       -1.989         0.0007084        0.0007083   
       -1.989         0.0007125        0.0007125   
       -1.989         0.0007167        0.0007167   
       -1.988         0.0007209        0.0007208   
       -1.988          0.000725         0.000725   
       -1.988         0.0007292        0.0007292   
       -1.988         0.0007334        0.0007333   
       -1.988         0.0007375        0.0007375   
       -1.988         0.0007417        0.0007417   
       -1.988         0.0007459        0.0007458   
       -1.988           0.00075          0.00075   
       -1.988         0.0007542        0.0007542   
       -1.988         0.0007584        0.0007583   
       -1.988         0.0007625        0.0007625   
       -1.988         0.0007667        0.0007667   
       -1.988         0.0007709        0.0007708   
       -1.988          0.000775         0.000775   
       -1.988         0.0007792        0.0007792   
       -1.987         0.0007834        0.0007833   
       -1.987         0.0007875        0.0007875   
       -1.987         0.0007917        0.0007917   
       -1.987         0.0007959        0.0007958   
       -1.987            0.0008           0.0008   
       -1.987         0.0008042        0.0008042   
       -1.987         0.0008084        0.0008083   
       -1.987         0.0008125        0.0008125   
       -1.987         0.0008167        0.0008167   
       -1.987         0.0008209        0.0008208   
       -1.987          0.000825         0.000825   
       -1.987         0.0008292        0.0008292   
       -1.987         0.0008334        0.0008333   
       -1.987         0.0008375        0.0008375   
       -1.987         0.0008417        0.0008417   
       -1.986         0.0008459        0.0008458   
       -1.986           0.00085          0.00085   
       -1.986         0.0008542        0.0008542   
       -1.986         0.0008584        0.0008583   
       -1.986         0.0008625        0.0008625   
       -1.986         0.0008667        0.0008667   
       -1.986         0.0008709        0.0008708   
       -1.986          0.000875         0.000875   
       -1.986         0.0008792        0.0008792   
       -1.986         0.0008834        0.0008833   
       -1.986         0.0008875        0.0008875   
       -1.986         0.0008917        0.0008917   
       -1.986         0.0008959        0.0008958   
       -1.986            0.0009           0.0009   
       -1.986         0.0009042        0.0009042   
       -1.985         0.0009084        0.0009083   
       -1.985         0.0009125        0.0009125   
       -1.985         0.0009167        0.0009167   
       -1.985         0.0009209        0.0009208   
       -1.985          0.000925         0.000925   
       -1.985         0.0009292        0.0009292   
       -1.985         0.0009334        0.0009333   
       -1.985         0.0009375        0.0009375   
       -1.985         0.0009417        0.0009417   
       -1.985         0.0009459        0.0009458   
       -1.985           0.00095          0.00095   
       -1.985         0.0009542        0.0009542   
       -1.985         0.0009584        0.0009583   
       -1.985         0.0009625        0.0009625   
       -1.985         0.0009667        0.0009667   
       -1.984         0.0009709        0.0009708   
       -1.984          0.000975         0.000975   
       -1.984         0.0009792        0.0009792   
       -1.984         0.0009834        0.0009833   
       -1.984         0.0009875        0.0009875   
       -1.984         0.0009917        0.0009917   
       -1.984         0.0009959        0.0009958   
       -1.984             0.001            0.001   
       -1.984          0.001004         0.001004   
       -1.984          0.001008         0.001008   
       -1.984          0.001013         0.001013   
       -1.984          0.001017         0.001017   
       -1.984          0.001021         0.001021   
       -1.984          0.001025         0.001025   
       -1.984          0.001029         0.001029   
       -1.983          0.001033         0.001033   
       -1.983          0.001038         0.001038   
       -1.983          0.001042         0.001042   
       -1.983          0.001046         0.001046   
       -1.983           0.00105          0.00105   
       -1.983          0.001054         0.001054   
       -1.983          0.001058         0.001058   
       -1.983          0.001063         0.001063   
       -1.983          0.001067         0.001067   
       -1.983          0.001071         0.001071   
       -1.983          0.001075         0.001075   
       -1.983          0.001079         0.001079   
       -1.983          0.001083         0.001083   
       -1.983          0.001088         0.001088   
       -1.983          0.001092         0.001092   
       -1.982          0.001096         0.001096   
       -1.982            0.0011           0.0011   
       -1.982          0.001104         0.001104   
       -1.982          0.001108         0.001108   
       -1.982          0.001113         0.001113   
       -1.982          0.001117         0.001117   
       -1.982          0.001121         0.001121   
       -1.982          0.001125         0.001125   
       -1.982          0.001129         0.001129   
       -1.982          0.001133         0.001133   
       -1.982          0.001138         0.001138   
       -1.982          0.001142         0.001142   
       -1.982          0.001146         0.001146   
